,station,month,day,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,date_string,date,aqi_PM10,aqi_PM2.5
7293,Gucheng,3,14,2013,173.0,222.0,102.0,120.0,2399.0,86.0,9.4,1022.9,-1.9,0.0,2.9,3-14-2013,2013-03-14,134.0,223.0
8717,Huairou,3,14,2013,180.0,196.0,68.0,124.0,2100.0,90.0,8.0,1022.3,-3.9,0.0,2.9,3-14-2013,2013-03-14,121.0,230.0
4520,Dongsi,3,14,2013,161.0,167.0,109.0,105.0,2100.0,84.0,9.8,1026.9,-3.3,0.0,4.3,3-14-2013,2013-03-14,107.0,211.0
15799,Wanshouxigong,3,14,2013,151.0,160.0,113.0,94.0,2299.0,75.0,9.4,1023.9,-1.9,0.0,4.2,3-14-2013,2013-03-14,103.0,201.0
3158,Dingling,3,14,2013,153.0,149.0,67.0,91.0,1600.0,89.0,8.3,1021.8,-3.5,0.0,3.2,3-14-2013,2013-03-14,98.0,203.0
1716,Changping,3,14,2013,175.0,179.0,75.0,109.0,1899.0,92.0,8.3,1021.8,-3.5,0.0,3.2,3-14-2013,2013-03-14,113.0,225.0
10166,Nongzhanguan,3,15,2013,278.0,294.0,124.0,153.0,3600.0,73.0,12.0,1019.7,1.3,0.0,2.1,3-15-2013,2013-03-15,170.0,328.0
8721,Huairou,3,15,2013,337.0,381.0,120.0,178.0,3200.0,58.0,11.1,1014.6,-0.7,0.0,2.1,3-15-2013,2013-03-15,238.0,387.0
1720,Changping,3,15,2013,265.0,287.0,88.0,129.0,2700.0,81.0,11.5,1014.7,-1.1,0.0,2.0,3-15-2013,2013-03-15,167.0,315.0
11613,Shunyi,3,15,2013,304.0,307.0,110.0,168.0,2600.0,47.0,11.4,1020.3,1.8,0.0,2.6,3-15-2013,2013-03-15,177.0,354.0
15803,Wanshouxigong,3,15,2013,290.0,315.0,108.0,150.0,3200.0,50.0,11.7,1016.8,1.7,0.0,2.5,3-15-2013,2013-03-15,181.0,340.0
293,Aotizhongxin,3,15,2013,353.0,430.0,130.0,150.0,3200.0,52.0,12.3,1017.8,1.5,0.0,3.4,3-15-2013,2013-03-15,307.0,403.0
12993,Tiantan,3,15,2013,274.0,288.0,102.0,150.0,2899.0,73.0,12.0,1019.7,1.3,0.0,2.1,3-15-2013,2013-03-15,167.0,324.0
5880,Guanyuan,3,15,2013,313.0,321.0,112.0,173.0,3100.0,84.0,12.3,1017.8,1.5,0.0,3.4,3-15-2013,2013-03-15,184.0,363.0
3162,Dingling,3,15,2013,289.0,267.0,79.0,108.0,2600.0,82.0,11.5,1014.7,-1.1,0.0,2.0,3-15-2013,2013-03-15,157.0,339.0
4524,Dongsi,3,15,2013,309.0,314.0,103.0,152.0,3100.0,68.0,12.0,1019.7,1.3,0.0,2.1,3-15-2013,2013-03-15,180.0,359.0
7297,Gucheng,3,15,2013,340.0,374.0,94.0,171.0,3799.0,71.0,12.1,1015.7,1.2,0.0,1.9,3-15-2013,2013-03-15,228.0,390.0
14415,Wanliu,3,15,2013,333.0,372.0,149.0,179.0,3100.0,45.0,12.3,1017.8,1.5,0.0,3.4,3-15-2013,2013-03-15,225.0,383.0
15807,Wanshouxigong,3,16,2013,328.0,338.0,106.0,140.0,3500.0,101.0,14.4,1019.9,2.2,0.0,2.5,3-16-2013,2013-03-16,192.0,378.0
14419,Wanliu,3,16,2013,348.0,375.0,155.0,165.0,3700.0,87.0,14.5,1020.9,2.6,0.0,2.8,3-16-2013,2013-03-16,230.0,398.0
8725,Huairou,3,16,2013,310.0,274.0,102.0,109.0,3000.0,102.0,15.0,1017.4,1.5,0.0,3.6,3-16-2013,2013-03-16,160.0,360.0
4528,Dongsi,3,16,2013,355.0,383.0,92.0,185.0,3799.0,107.0,14.2,1022.3,2.1,0.0,2.7,3-16-2013,2013-03-16,241.0,404.0
3166,Dingling,3,16,2013,290.0,272.0,70.0,110.0,3399.0,107.0,14.6,1017.5,2.6,0.0,4.1,3-16-2013,2013-03-16,159.0,340.0
11617,Shunyi,3,16,2013,305.0,298.0,98.0,114.0,2899.0,105.0,14.8,1023.2,2.6,0.0,4.1,3-16-2013,2013-03-16,172.0,355.0
297,Aotizhongxin,3,16,2013,355.0,411.0,138.0,118.0,3299.0,94.0,14.5,1020.9,2.6,0.0,2.8,3-16-2013,2013-03-16,281.0,404.0
1724,Changping,3,16,2013,301.0,313.0,139.0,124.0,4000.0,107.0,14.6,1017.5,2.6,0.0,4.1,3-16-2013,2013-03-16,180.0,351.0
7301,Gucheng,3,16,2013,315.0,337.0,93.0,159.0,4400.0,107.0,14.3,1018.8,2.0,0.0,2.9,3-16-2013,2013-03-16,192.0,365.0
12997,Tiantan,3,16,2013,339.0,377.0,93.0,136.0,3600.0,107.0,14.2,1022.3,2.1,0.0,2.7,3-16-2013,2013-03-16,233.0,389.0
5884,Guanyuan,3,16,2013,319.0,340.0,108.0,164.0,3600.0,107.0,14.5,1020.9,2.6,0.0,2.8,3-16-2013,2013-03-16,193.0,369.0
10170,Nongzhanguan,3,16,2013,339.0,342.0,100.0,146.0,3700.0,107.0,14.2,1022.3,2.1,0.0,2.7,3-16-2013,2013-03-16,194.0,389.0
14423,Wanliu,3,17,2013,479.0,488.0,139.0,212.0,4099.0,100.0,15.9,1012.2,4.9,0.0,2.1,3-17-2013,2013-03-17,380.0,486.0
8729,Huairou,3,17,2013,427.0,472.0,148.0,168.0,3700.0,103.0,14.4,1009.0,2.3,0.0,2.4,3-17-2013,2013-03-17,360.0,452.0
301,Aotizhongxin,3,17,2013,434.0,462.0,126.0,174.0,3500.0,107.0,15.9,1012.2,4.9,0.0,2.1,3-17-2013,2013-03-17,347.0,456.0
5888,Guanyuan,3,17,2013,400.0,432.0,103.0,198.0,3799.0,107.0,15.9,1012.2,4.9,0.0,2.1,3-17-2013,2013-03-17,310.0,434.0
10174,Nongzhanguan,3,17,2013,515.0,499.0,126.0,192.0,4299.0,107.0,15.9,1014.0,4.5,0.0,2.4,3-17-2013,2013-03-17,394.0,501.0
15811,Wanshouxigong,3,17,2013,411.0,466.0,130.0,180.0,4700.0,107.0,15.7,1011.3,5.1,0.0,2.0,3-17-2013,2013-03-17,352.0,441.0
1728,Changping,3,17,2013,403.0,412.0,96.0,195.0,3700.0,107.0,15.1,1008.8,3.1,0.0,2.8,3-17-2013,2013-03-17,283.0,436.0
4532,Dongsi,3,17,2013,216.0,180.0,56.0,118.0,2100.0,107.0,7.6,1014.0,0.8,0.0,1.1,3-17-2013,2013-03-17,113.0,266.0
3170,Dingling,3,17,2013,393.0,376.0,82.0,184.0,3100.0,107.0,15.1,1008.8,3.1,0.0,2.8,3-17-2013,2013-03-17,231.0,429.0
11621,Shunyi,3,17,2013,492.0,430.0,130.0,144.0,3700.0,107.0,15.2,1014.6,4.6,0.0,2.3,3-17-2013,2013-03-17,307.0,494.0
7305,Gucheng,3,17,2013,456.0,475.0,93.0,226.0,4000.0,107.0,15.4,1010.1,4.2,0.0,1.7,3-17-2013,2013-03-17,364.0,471.0
13001,Tiantan,3,17,2013,426.0,458.0,125.0,163.0,4799.0,107.0,15.9,1014.0,4.5,0.0,2.4,3-17-2013,2013-03-17,342.0,451.0
5892,Guanyuan,3,18,2013,428.0,439.0,70.0,175.0,4400.0,107.0,12.0,1004.9,2.8,0.1,7.0,3-18-2013,2013-03-18,319.0,452.0
3174,Dingling,3,18,2013,370.0,325.0,29.0,94.0,2500.0,107.0,12.6,1002.4,-3.8,0.0,6.8,3-18-2013,2013-03-18,186.0,414.0
14427,Wanliu,3,18,2013,422.0,478.0,62.0,195.0,4000.0,100.0,12.0,1004.9,2.8,0.1,7.0,3-18-2013,2013-03-18,367.0,448.0
13005,Tiantan,3,18,2013,498.0,458.0,50.0,141.0,4299.0,107.0,11.7,1007.5,3.8,0.0,8.3,3-18-2013,2013-03-18,342.0,498.0
11625,Shunyi,3,18,2013,436.0,382.0,28.0,121.0,3200.0,107.0,12.2,1008.4,2.6,0.0,6.5,3-18-2013,2013-03-18,240.0,457.0
10178,Nongzhanguan,3,18,2013,485.0,461.0,62.0,161.0,4200.0,107.0,11.7,1007.5,3.8,0.0,8.3,3-18-2013,2013-03-18,346.0,490.0
1732,Changping,3,18,2013,379.0,339.0,44.0,115.0,3100.0,97.0,12.6,1002.4,-3.8,0.0,5.4,3-18-2013,2013-03-18,193.0,420.0
8733,Huairou,3,18,2013,390.0,354.0,28.0,103.0,3000.0,103.0,11.8,1002.8,2.2,0.0,6.9,3-18-2013,2013-03-18,200.0,427.0
15815,Wanshouxigong,3,18,2013,433.0,436.0,64.0,136.0,4000.0,107.0,12.0,1004.4,3.5,0.0,7.0,3-18-2013,2013-03-18,315.0,455.0
305,Aotizhongxin,3,18,2013,463.0,494.0,57.0,156.0,4099.0,107.0,12.0,1004.9,2.8,0.1,7.0,3-18-2013,2013-03-18,387.0,475.0
7309,Gucheng,3,18,2013,458.0,415.0,57.0,197.0,3700.0,107.0,12.5,1003.2,2.8,0.0,3.9,3-18-2013,2013-03-18,287.0,472.0
3178,Dingling,3,19,2013,66.0,81.0,10.0,46.0,800.0,59.0,3.4,1013.3,1.4,1.8,3.3,3-19-2013,2013-03-19,64.0,156.0
15819,Wanshouxigong,3,19,2013,62.0,82.0,19.0,51.0,1600.0,34.0,5.2,1015.8,1.8,2.9,2.3,3-19-2013,2013-03-19,64.0,154.0
11629,Shunyi,3,19,2013,51.0,48.0,3.0,38.0,1000.0,51.0,4.5,1019.3,1.2,1.5,3.5,3-19-2013,2013-03-19,44.0,139.0
5896,Guanyuan,3,19,2013,70.0,78.0,20.0,56.0,1100.0,45.0,4.8,1016.4,1.8,1.8,2.9,3-19-2013,2013-03-19,62.0,158.0
1736,Changping,3,19,2013,82.0,69.0,12.0,52.0,900.0,61.0,3.4,1013.3,1.4,1.8,3.3,3-19-2013,2013-03-19,58.0,165.0
14431,Wanliu,3,19,2013,69.0,67.0,27.0,76.0,1100.0,33.0,4.8,1016.4,1.8,1.8,2.9,3-19-2013,2013-03-19,57.0,158.0
7313,Gucheng,3,19,2013,67.0,68.0,32.0,77.0,1399.0,45.0,4.2,1014.6,1.0,2.4,2.8,3-19-2013,2013-03-19,57.0,157.0
8737,Huairou,3,19,2013,55.0,48.0,10.0,46.0,700.0,63.0,3.2,1013.3,2.3,1.0,4.5,3-19-2013,2013-03-19,44.0,149.0
10182,Nongzhanguan,3,19,2013,90.0,67.0,21.0,53.0,1300.0,47.0,5.3,1018.6,1.7,0.8,3.1,3-19-2013,2013-03-19,57.0,169.0
13009,Tiantan,3,19,2013,86.0,69.0,23.0,55.0,1500.0,44.0,5.3,1018.6,1.7,0.8,3.1,3-19-2013,2013-03-19,58.0,167.0
309,Aotizhongxin,3,19,2013,65.0,81.0,30.0,67.0,1200.0,36.0,4.8,1016.4,1.8,1.8,2.9,3-19-2013,2013-03-19,64.0,156.0
11633,Shunyi,3,20,2013,89.0,90.0,10.0,76.0,1200.0,69.0,5.9,1023.6,-1.5,2.1,4.0,3-20-2013,2013-03-20,68.0,168.0
5900,Guanyuan,3,20,2013,89.0,98.0,31.0,54.0,1300.0,83.0,5.4,1021.0,-0.6,2.5,4.0,3-20-2013,2013-03-20,72.0,168.0
3182,Dingling,3,20,2013,82.0,61.0,15.0,32.0,800.0,91.0,6.5,1017.7,-1.3,5.7,2.9,3-20-2013,2013-03-20,54.0,165.0
14435,Wanliu,3,20,2013,89.0,114.0,46.0,86.0,1399.0,61.0,5.4,1021.0,-0.6,1.6,4.0,3-20-2013,2013-03-20,80.0,168.0
8741,Huairou,3,20,2013,93.0,98.0,17.0,73.0,1300.0,91.0,6.3,1017.4,-1.1,3.1,4.7,3-20-2013,2013-03-20,72.0,170.0
10186,Nongzhanguan,3,20,2013,81.0,89.0,25.0,72.0,1300.0,87.0,5.7,1022.7,-1.0,1.6,4.4,3-20-2013,2013-03-20,68.0,164.0
13013,Tiantan,3,20,2013,88.0,99.0,23.0,74.0,1600.0,87.0,5.7,1022.7,-1.0,1.6,4.4,3-20-2013,2013-03-20,73.0,168.0
4542,Dongsi,3,20,2013,97.0,183.0,164.0,65.0,1800.0,77.0,5.7,1019.5,-3.9,0.0,4.4,3-20-2013,2013-03-20,115.0,172.0
7317,Gucheng,3,20,2013,116.0,130.0,18.0,89.0,1700.0,91.0,5.8,1019.0,-1.5,1.4,3.1,3-20-2013,2013-03-20,88.0,182.0
1740,Changping,3,20,2013,82.0,97.0,19.0,68.0,1300.0,95.0,6.5,1017.7,-1.3,5.7,2.9,3-20-2013,2013-03-20,72.0,165.0
313,Aotizhongxin,3,20,2013,106.0,106.0,29.0,72.0,1300.0,70.0,5.4,1021.0,-0.6,2.5,4.0,3-20-2013,2013-03-20,76.0,177.0
15823,Wanshouxigong,3,20,2013,86.0,100.0,31.0,55.0,1700.0,64.0,5.7,1020.4,-1.5,1.4,3.8,3-20-2013,2013-03-20,73.0,167.0
3186,Dingling,3,21,2013,170.0,168.0,19.0,59.0,1300.0,80.0,6.7,1008.1,-0.3,0.0,2.2,3-21-2013,2013-03-21,107.0,220.0
4546,Dongsi,3,21,2013,211.0,225.0,38.0,126.0,1800.0,38.0,8.4,1013.8,-1.4,0.0,2.8,3-21-2013,2013-03-21,136.0,261.0
7321,Gucheng,3,21,2013,190.0,217.0,32.0,134.0,2000.0,46.0,7.8,1009.4,-0.8,0.0,3.1,3-21-2013,2013-03-21,132.0,240.0
14439,Wanliu,3,21,2013,202.0,219.0,62.0,145.0,1800.0,40.0,7.7,1011.3,0.1,0.0,3.0,3-21-2013,2013-03-21,133.0,252.0
1744,Changping,3,21,2013,198.0,210.0,29.0,108.0,2100.0,74.0,6.7,1008.1,-0.3,0.0,2.2,3-21-2013,2013-03-21,128.0,248.0
317,Aotizhongxin,3,21,2013,228.0,240.0,44.0,129.0,1899.0,26.0,7.7,1011.3,0.1,0.0,3.0,3-21-2013,2013-03-21,143.0,278.0
11637,Shunyi,3,21,2013,198.0,199.0,54.0,113.0,1899.0,61.0,7.8,1014.4,-1.2,0.0,2.8,3-21-2013,2013-03-21,123.0,248.0
10190,Nongzhanguan,3,21,2013,200.0,224.0,63.0,146.0,1800.0,58.0,8.4,1013.8,-1.4,0.0,2.8,3-21-2013,2013-03-21,135.0,250.0
13017,Tiantan,3,21,2013,200.0,210.0,58.0,125.0,2200.0,65.0,8.4,1013.8,-1.4,0.0,2.8,3-21-2013,2013-03-21,128.0,250.0
5904,Guanyuan,3,21,2013,199.0,214.0,36.0,122.0,2100.0,45.0,7.7,1011.3,0.1,0.0,3.0,3-21-2013,2013-03-21,130.0,249.0
15827,Wanshouxigong,3,21,2013,200.0,219.0,61.0,118.0,1899.0,50.0,8.7,1010.6,-1.0,0.0,3.0,3-21-2013,2013-03-21,133.0,250.0
8745,Huairou,3,21,2013,183.0,197.0,62.0,87.0,1899.0,78.0,7.1,1008.9,-1.0,0.0,3.2,3-21-2013,2013-03-21,122.0,233.0
14443,Wanliu,3,22,2013,171.0,182.0,46.0,113.0,1600.0,60.0,10.0,1014.8,-0.1,0.0,5.0,3-22-2013,2013-03-22,114.0,221.0
321,Aotizhongxin,3,22,2013,202.0,209.0,51.0,115.0,1700.0,66.0,10.0,1014.8,-0.1,0.0,5.0,3-22-2013,2013-03-22,128.0,252.0
1748,Changping,3,22,2013,204.0,222.0,22.0,90.0,2700.0,76.0,10.7,1011.1,-3.3,0.0,4.5,3-22-2013,2013-03-22,134.0,254.0
10194,Nongzhanguan,3,22,2013,170.0,173.0,44.0,85.0,1399.0,89.0,10.2,1016.7,-2.4,0.0,5.3,3-22-2013,2013-03-22,110.0,220.0
4550,Dongsi,3,22,2013,173.0,180.0,37.0,94.0,1600.0,86.0,10.2,1016.7,-2.4,0.0,5.3,3-22-2013,2013-03-22,113.0,223.0
7325,Gucheng,3,22,2013,159.0,195.0,34.0,88.0,1399.0,90.0,10.1,1012.6,-1.1,0.0,3.7,3-22-2013,2013-03-22,121.0,209.0
15831,Wanshouxigong,3,22,2013,172.0,186.0,38.0,80.0,1700.0,78.0,10.0,1014.0,-1.7,0.0,4.0,3-22-2013,2013-03-22,116.0,222.0
3190,Dingling,3,22,2013,120.0,180.0,22.0,54.0,1100.0,92.0,10.7,1011.1,-3.3,0.0,4.5,3-22-2013,2013-03-22,113.0,184.0
8749,Huairou,3,22,2013,156.0,178.0,40.0,58.0,1500.0,83.0,10.4,1011.8,-2.9,0.0,5.9,3-22-2013,2013-03-22,112.0,206.0
5908,Guanyuan,3,22,2013,188.0,153.0,39.0,100.0,1899.0,89.0,10.0,1014.8,-0.1,0.0,5.0,3-22-2013,2013-03-22,100.0,238.0
11641,Shunyi,3,22,2013,193.0,141.0,31.0,70.0,1500.0,73.0,10.1,1017.5,-1.7,0.0,4.4,3-22-2013,2013-03-22,94.0,243.0
13021,Tiantan,3,22,2013,191.0,139.0,42.0,73.0,1700.0,98.0,10.2,1016.7,-2.4,0.0,5.3,3-22-2013,2013-03-22,93.0,241.0
325,Aotizhongxin,3,23,2013,64.0,93.0,15.0,85.0,1500.0,4.0,2.7,1010.7,-2.7,0.0,2.1,3-23-2013,2013-03-23,70.0,155.0
8753,Huairou,3,23,2013,89.0,114.0,79.0,57.0,1300.0,58.0,11.4,1008.6,-4.5,0.0,8.5,3-23-2013,2013-03-23,80.0,168.0
1752,Changping,3,23,2013,97.0,164.0,46.0,74.0,1700.0,80.0,12.2,1014.0,-3.5,0.0,4.7,3-23-2013,2013-03-23,105.0,172.0
4554,Dongsi,3,23,2013,94.0,211.0,58.0,66.0,1700.0,97.0,11.5,1018.9,-3.4,0.0,9.3,3-23-2013,2013-03-23,129.0,171.0
11645,Shunyi,3,23,2013,86.0,122.0,81.0,65.0,1800.0,74.0,12.1,1019.8,-3.4,0.0,7.2,3-23-2013,2013-03-23,84.0,167.0
15835,Wanshouxigong,3,23,2013,91.0,178.0,65.0,69.0,1899.0,78.0,13.1,1015.7,-3.7,0.0,6.1,3-23-2013,2013-03-23,112.0,169.0
10198,Nongzhanguan,3,23,2013,89.0,220.0,74.0,84.0,2000.0,92.0,11.5,1018.9,-3.4,0.0,9.3,3-23-2013,2013-03-23,133.0,168.0
13025,Tiantan,3,23,2013,101.0,168.0,72.0,69.0,2000.0,84.0,11.5,1018.9,-3.4,0.0,9.3,3-23-2013,2013-03-23,107.0,174.0
5912,Guanyuan,3,23,2013,89.0,190.0,59.0,68.0,1899.0,73.0,11.9,1016.7,-1.9,0.0,8.3,3-23-2013,2013-03-23,118.0,168.0
3194,Dingling,3,23,2013,110.0,128.0,43.0,66.0,1200.0,94.0,12.2,1014.0,-3.5,0.0,4.7,3-23-2013,2013-03-23,87.0,179.0
14447,Wanliu,3,23,2013,88.0,212.0,69.0,110.0,1800.0,68.0,11.9,1016.7,-1.9,0.0,8.3,3-23-2013,2013-03-23,129.0,168.0
7329,Gucheng,3,23,2013,100.0,237.0,49.0,81.0,1899.0,93.0,13.0,1014.8,-2.7,0.0,5.9,3-23-2013,2013-03-23,142.0,174.0
15839,Wanshouxigong,3,24,2013,58.0,97.0,32.0,54.0,800.0,83.0,9.6,1018.8,-10.1,0.0,3.6,3-24-2013,2013-03-24,72.0,152.0
10202,Nongzhanguan,3,24,2013,52.0,77.0,24.0,76.0,700.0,96.0,11.0,1021.5,-11.5,0.0,4.4,3-24-2013,2013-03-24,62.0,142.0
8757,Huairou,3,24,2013,4.0,13.0,10.0,16.0,400.0,71.0,1.7,1016.2,-14.0,0.0,3.0,3-24-2013,2013-03-24,12.0,17.0
4558,Dongsi,3,24,2013,58.0,85.0,23.0,44.0,500.0,97.0,11.0,1021.5,-11.5,0.0,4.4,3-24-2013,2013-03-24,66.0,152.0
11649,Shunyi,3,24,2013,67.0,101.0,21.0,100.0,1000.0,80.0,9.3,1022.3,-10.0,0.0,3.3,3-24-2013,2013-03-24,74.0,157.0
13029,Tiantan,3,24,2013,50.0,70.0,23.0,54.0,700.0,92.0,11.0,1021.5,-11.5,0.0,4.4,3-24-2013,2013-03-24,58.0,137.0
7333,Gucheng,3,24,2013,89.0,169.0,31.0,98.0,1100.0,103.0,9.9,1017.5,-9.0,0.0,2.7,3-24-2013,2013-03-24,108.0,168.0
14451,Wanliu,3,24,2013,71.0,120.0,43.0,120.0,1000.0,80.0,10.6,1019.5,-7.6,0.0,4.0,3-24-2013,2013-03-24,83.0,159.0
5916,Guanyuan,3,24,2013,59.0,91.0,33.0,74.0,800.0,84.0,10.6,1019.5,-7.6,0.0,4.4,3-24-2013,2013-03-24,69.0,153.0
1756,Changping,3,24,2013,40.0,66.0,8.0,35.0,800.0,80.0,11.0,1016.4,-10.6,0.0,3.9,3-24-2013,2013-03-24,56.0,112.0
3198,Dingling,3,24,2013,28.0,54.0,11.0,32.0,500.0,91.0,11.0,1016.4,-10.6,0.0,3.9,3-24-2013,2013-03-24,50.0,84.0
10206,Nongzhanguan,3,25,2013,136.0,165.0,50.0,119.0,1500.0,103.0,10.9,1015.2,-8.1,0.0,2.8,3-25-2013,2013-03-25,106.0,193.0
14455,Wanliu,3,25,2013,138.0,180.0,56.0,134.0,1399.0,70.0,10.3,1013.1,-3.6,0.0,4.5,3-25-2013,2013-03-25,113.0,194.0
4562,Dongsi,3,25,2013,141.0,168.0,42.0,87.0,1399.0,101.0,10.9,1015.2,-8.1,0.0,2.8,3-25-2013,2013-03-25,107.0,195.0
8761,Huairou,3,25,2013,169.0,230.0,59.0,16.0,2399.0,84.0,9.9,1010.2,-5.0,0.0,2.1,3-25-2013,2013-03-25,138.0,219.0
15843,Wanshouxigong,3,25,2013,136.0,173.0,50.0,99.0,1600.0,92.0,10.0,1012.3,-6.7,0.0,2.1,3-25-2013,2013-03-25,110.0,193.0
11653,Shunyi,3,25,2013,149.0,178.0,43.0,129.0,1600.0,93.0,10.7,1015.8,-6.5,0.0,2.3,3-25-2013,2013-03-25,112.0,199.0
332,Aotizhongxin,3,25,2013,146.0,203.0,61.0,108.0,1399.0,82.0,10.3,1013.1,-3.6,0.0,4.5,3-25-2013,2013-03-25,125.0,198.0
5920,Guanyuan,3,25,2013,131.0,150.0,51.0,80.0,1300.0,104.0,10.3,1013.1,-3.6,0.0,4.5,3-25-2013,2013-03-25,98.0,190.0
13033,Tiantan,3,25,2013,134.0,149.0,44.0,94.0,1500.0,107.0,10.9,1015.2,-8.1,0.0,2.8,3-25-2013,2013-03-25,98.0,192.0
3202,Dingling,3,25,2013,131.0,157.0,47.0,91.0,1800.0,89.0,10.1,1009.7,-5.2,0.0,1.6,3-25-2013,2013-03-25,102.0,190.0
1760,Changping,3,25,2013,148.0,192.0,38.0,113.0,2000.0,75.0,10.1,1009.7,-5.2,0.0,1.6,3-25-2013,2013-03-25,119.0,199.0
7337,Gucheng,3,25,2013,131.0,234.0,55.0,129.0,1399.0,96.0,10.5,1011.0,-6.3,0.0,1.9,3-25-2013,2013-03-25,140.0,190.0
13037,Tiantan,3,26,2013,216.0,245.0,127.0,110.0,2100.0,65.0,13.5,1013.7,2.3,0.0,4.2,3-26-2013,2013-03-26,146.0,266.0
4566,Dongsi,3,26,2013,225.0,237.0,104.0,130.0,2299.0,62.0,13.2,1013.7,2.3,0.0,4.0,3-26-2013,2013-03-26,142.0,275.0
14459,Wanliu,3,26,2013,243.0,316.0,116.0,156.0,2600.0,47.0,12.9,1011.8,3.3,0.0,5.4,3-26-2013,2013-03-26,181.0,293.0
8765,Huairou,3,26,2013,243.0,288.0,70.0,8.0,2299.0,63.0,12.1,1009.0,-0.7,0.0,3.1,3-26-2013,2013-03-26,167.0,293.0
5924,Guanyuan,3,26,2013,223.0,272.0,120.0,113.0,2200.0,86.0,12.9,1011.8,3.3,0.0,5.4,3-26-2013,2013-03-26,159.0,273.0
336,Aotizhongxin,3,26,2013,229.0,326.0,123.0,139.0,2899.0,47.0,12.9,1011.8,3.3,0.0,5.4,3-26-2013,2013-03-26,186.0,279.0
10210,Nongzhanguan,3,26,2013,224.0,261.0,124.0,133.0,2299.0,62.0,13.5,1013.7,2.3,0.0,4.2,3-26-2013,2013-03-26,154.0,274.0
15847,Wanshouxigong,3,26,2013,228.0,273.0,113.0,113.0,2500.0,52.0,13.2,1010.8,2.5,0.0,3.6,3-26-2013,2013-03-26,160.0,278.0
3206,Dingling,3,26,2013,240.0,280.0,78.0,139.0,1800.0,76.0,12.4,1008.6,-0.4,0.0,2.9,3-26-2013,2013-03-26,163.0,290.0
11657,Shunyi,3,26,2013,260.0,305.0,98.0,119.0,2899.0,48.0,13.0,1014.4,2.5,0.0,4.3,3-26-2013,2013-03-26,176.0,310.0
1764,Changping,3,26,2013,259.0,293.0,68.0,124.0,2700.0,69.0,12.4,1008.6,-0.4,0.0,2.9,3-26-2013,2013-03-26,170.0,309.0
7341,Gucheng,3,26,2013,245.0,359.0,115.0,145.0,3299.0,72.0,13.0,1009.8,1.2,0.0,2.9,3-26-2013,2013-03-26,207.0,295.0
8769,Huairou,3,27,2013,83.0,195.0,17.0,23.0,1300.0,107.0,18.7,1011.0,-7.7,0.0,6.6,3-27-2013,2013-03-27,121.0,165.0
14463,Wanliu,3,27,2013,245.0,324.0,92.0,110.0,2600.0,86.0,19.5,1014.0,3.9,0.0,5.8,3-27-2013,2013-03-27,185.0,295.0
10214,Nongzhanguan,3,27,2013,189.0,211.0,44.0,80.0,1700.0,105.0,19.3,1015.7,5.2,0.0,5.5,3-27-2013,2013-03-27,129.0,239.0
340,Aotizhongxin,3,27,2013,186.0,243.0,53.0,86.0,1399.0,92.0,19.5,1014.0,3.9,0.0,5.8,3-27-2013,2013-03-27,145.0,236.0
1768,Changping,3,27,2013,240.0,301.0,42.0,88.0,2399.0,90.0,18.4,1010.7,1.7,0.0,6.4,3-27-2013,2013-03-27,174.0,290.0
3210,Dingling,3,27,2013,237.0,276.0,41.0,76.0,1700.0,107.0,18.4,1010.7,1.7,0.0,6.4,3-27-2013,2013-03-27,161.0,287.0
13041,Tiantan,3,27,2013,198.0,259.0,50.0,73.0,2000.0,92.0,19.3,1015.7,5.2,0.0,5.5,3-27-2013,2013-03-27,153.0,248.0
15851,Wanshouxigong,3,27,2013,206.0,262.0,55.0,68.0,2000.0,94.0,18.9,1012.6,4.6,0.0,5.5,3-27-2013,2013-03-27,154.0,256.0
5928,Guanyuan,3,27,2013,201.0,260.0,43.0,80.0,2200.0,91.0,19.5,1014.0,3.9,0.0,5.8,3-27-2013,2013-03-27,153.0,251.0
7345,Gucheng,3,27,2013,246.0,356.0,54.0,142.0,3500.0,107.0,19.1,1011.8,3.2,0.0,4.1,3-27-2013,2013-03-27,202.0,296.0
11661,Shunyi,3,27,2013,202.0,236.0,43.0,94.0,1800.0,90.0,18.9,1016.5,4.6,0.0,6.6,3-27-2013,2013-03-27,141.0,252.0
4570,Dongsi,3,27,2013,211.0,211.0,46.0,88.0,2000.0,107.0,19.3,1015.7,4.6,0.0,5.5,3-27-2013,2013-03-27,129.0,261.0
7349,Gucheng,3,28,2013,114.0,189.0,23.0,83.0,1600.0,107.0,13.7,1015.6,-2.9,0.0,5.7,3-28-2013,2013-03-28,118.0,181.0
11665,Shunyi,3,28,2013,119.0,184.0,8.0,102.0,1500.0,91.0,13.2,1020.3,-3.6,0.0,5.1,3-28-2013,2013-03-28,115.0,184.0
10218,Nongzhanguan,3,28,2013,107.0,148.0,29.0,82.0,1300.0,104.0,13.5,1019.4,-4.4,0.0,5.5,3-28-2013,2013-03-28,97.0,178.0
15855,Wanshouxigong,3,28,2013,104.0,149.0,27.0,64.0,1300.0,93.0,13.5,1016.6,-2.7,0.0,5.0,3-28-2013,2013-03-28,98.0,176.0
